,number_of_triangles,primitive_type,disturbed_areas_cnt,triangle_0_x,triangle_1_x,triangle_2_x,triangle_3_x,triangle_4_x,triangle_5_x,triangle_0_y,triangle_1_y,triangle_2_y,triangle_3_y,triangle_4_y,triangle_5_y,triangle_0_width,triangle_1_width,triangle_2_width,triangle_3_width,triangle_4_width,triangle_5_width,triangle_0_height,triangle_1_height,triangle_2_height,triangle_3_height,triangle_4_height,triangle_5_height,disturbed_area_0_yAL,disturbed_area_1_yAL,disturbed_area_2_yAL,disturbed_area_3_yAL,disturbed_area_4_yAL,disturbed_area_5_yAL,disturbed_area_0_yBL,disturbed_area_1_yBL,disturbed_area_2_yBL,disturbed_area_3_yBL,disturbed_area_4_yBL,disturbed_area_5_yBL,disturbed_area_0_width,disturbed_area_1_width,disturbed_area_2_width,disturbed_area_3_width,disturbed_area_4_width,disturbed_area_5_width,disturbed_area_0_height,disturbed_area_1_height,disturbed_area_2_height,disturbed_area_3_height,disturbed_area_4_height,disturbed_area_5_height,target
134,4,TissuePrimitiveType.CIRCLE,6,90,128,228,240,,,,,,,,,16,29,5,6,,,8,24,31,20,,,200,200,200,,,,,,,310,310,310,63,33,39,56,70,38,41,34,21,37,26,40,ClassB
135,3,TissuePrimitiveType.CIRCLE,3,158,330,360,,,,,,,,,,18,20,18,,,,9,25,18,,,,200,200,,,,,,,310,,,,58,41,51,,,,45,33,46,,,,ClassC
136,3,TissuePrimitiveType.CIRCLE,4,0,246,349,,,,,,,,,,21,27,23,,,,34,12,20,,,,200,200,200,,,,,,,310,,,59,65,46,52,,,20,44,24,43,,,ClassA
137,3,TissuePrimitiveType.CIRCLE,2,53,264,345,,,,,,,,,,24,30,17,,,,29,34,13,,,,,,,,,,310,310,,,,,37,57,,,,,20,27,,,,,ClassA
138,1,TissuePrimitiveType.CIRCLE,7,96,,,,,,,,,,,,9,,,,,,35,,,,,,200,200,200,200,,,,,,,310,310,70,41,55,48,61,55,25,38,49,21,38,37,ClassC
139,3,TissuePrimitiveType.CIRCLE,5,232,271,324,,,,,,,,,,13,21,8,,,,11,13,9,,,,200,200,,,,,,,310,310,310,,36,67,37,50,59,,42,46,30,22,25,,ClassB
140,0,TissuePrimitiveType.RECTANGLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,,,,57,68,57,,,,29,25,31,,,,ClassC
141,4,TissuePrimitiveType.CIRCLE,7,195,298,322,351,,,,,,,,,20,4,20,22,,,22,8,16,24,,,200,200,200,,,,,,,310,310,310,54,51,69,53,33,60,37,31,23,42,39,22,ClassB
142,4,TissuePrimitiveType.CIRCLE,6,222,258,286,356,,,,,,,,,19,18,16,21,,,31,27,14,14,,,200,200,200,200,,,,,,,310,310,33,56,43,33,42,30,39,32,37,26,31,20,ClassA
143,4,TissuePrimitiveType.NOPRIMITIVE,4,285,319,336,364,,,,,,,,,24,12,21,20,,,8,34,36,30,,,200,,,,,,,310,310,310,,,36,47,47,61,,,34,28,25,45,,,ClassA
144,4,TissuePrimitiveType.RECTANGLE,2,51,264,314,346,,,,,,,,,7,27,26,6,,,20,8,9,20,,,200,200,,,,,,,,,,,52,38,,,,,46,28,,,,,ClassC
145,3,TissuePrimitiveType.CIRCLE,6,53,288,307,,,,,,,,,,23,9,21,,,,14,13,17,,,,200,200,200,,,,,,,310,310,310,49,45,68,54,47,54,20,33,21,33,41,34,ClassB
146,2,TissuePrimitiveType.CIRCLE,4,298,370,,,,,,,,,,,29,13,,,,,14,22,,,,,200,200,200,200,,,,,,,,,44,39,38,30,,,30,23,47,32,,,ClassC
147,3,TissuePrimitiveType.CIRCLE,3,237,260,339,,,,,,,,,,15,21,28,,,,24,31,25,,,,,,,,,,310,310,310,,,,41,61,51,,,,48,31,44,,,,ClassA
148,1,TissuePrimitiveType.RECTANGLE,8,52,,,,,,,,,,,,20,,,,,,9,,,,,,200,200,200,200,,,,,,,310,310,38,64,61,38,70,32,30,35,43,28,24,21,ClassC
149,4,TissuePrimitiveType.RECTANGLE,5,152,257,332,366,,,,,,,,,8,30,29,18,,,24,16,32,15,,,200,200,,,,,,,310,310,310,,52,39,44,43,53,,26,34,25,38,44,,ClassA
150,3,TissuePrimitiveType.RECTANGLE,1,198,214,354,,,,,,,,,,8,25,16,,,,29,21,36,,,,,,,,,,310,,,,,,52,,,,,,20,,,,,,ClassC
151,6,TissuePrimitiveType.CIRCLE,4,108,233,273,316,338,372,,,,,,,28,7,27,16,29,12,8,15,12,26,36,36,200,200,,,,,,,310,310,,,56,58,42,41,,,27,31,46,50,,,ClassA
152,4,TissuePrimitiveType.CIRCLE,3,276,295,338,363,,,,,,,,,12,10,17,5,,,22,30,18,33,,,,,,,,,310,310,310,,,,42,51,44,,,,43,27,40,,,,ClassB
153,4,TissuePrimitiveType.CIRCLE,6,257,345,364,377,,,,,,,,,14,14,8,7,,,22,29,9,29,,,200,200,200,200,,,,,,,310,310,50,46,63,39,31,38,20,30,26,25,48,21,ClassC
154,3,TissuePrimitiveType.CIRCLE,3,312,325,364,,,,,,,,,,5,29,18,,,,12,34,8,,,,200,200,,,,,,,310,,,,60,42,34,,,,21,37,46,,,,ClassC
155,4,TissuePrimitiveType.CIRCLE,2,48,162,184,328,,,,,,,,,28,4,16,9,,,35,29,36,9,,,200,200,,,,,,,,,,,36,62,,,,,39,25,,,,,ClassA
156,4,TissuePrimitiveType.RECTANGLE,4,65,127,334,358,,,,,,,,,9,26,17,24,,,16,25,35,15,,,,,,,,,310,310,310,310,,,66,58,55,32,,,22,25,34,34,,,ClassA
157,3,TissuePrimitiveType.CIRCLE,7,297,325,355,,,,,,,,,,14,24,25,,,,8,26,23,,,,200,200,200,200,,,,,,,310,310,47,50,70,49,56,43,22,42,37,48,21,45,ClassC
158,2,TissuePrimitiveType.RECTANGLE,3,70,105,,,,,,,,,,,15,29,,,,,10,13,,,,,,,,,,,310,310,310,,,,31,51,64,,,,42,36,24,,,,ClassC
159,3,TissuePrimitiveType.CIRCLE,4,156,322,354,,,,,,,,,,10,14,7,,,,19,9,34,,,,200,200,200,,,,,,,310,,,60,43,49,68,,,24,26,24,28,,,ClassC
160,4,TissuePrimitiveType.CIRCLE,2,249,329,341,370,,,,,,,,,6,5,20,9,,,27,35,9,10,,,200,200,,,,,,,,,,,61,42,,,,,28,43,,,,,ClassC
161,2,TissuePrimitiveType.RECTANGLE,3,144,306,,,,,,,,,,,29,17,,,,,34,27,,,,,200,200,200,,,,,,,,,,37,54,41,,,,23,30,35,,,,ClassA
162,3,TissuePrimitiveType.RECTANGLE,5,27,298,340,,,,,,,,,,22,4,29,,,,36,10,11,,,,200,200,200,,,,,,,310,310,,59,49,31,32,40,,36,34,50,40,29,,ClassC
163,3,TissuePrimitiveType.CIRCLE,3,294,336,346,,,,,,,,,,27,5,19,,,,20,8,21,,,,200,200,,,,,,,310,,,,61,59,62,,,,34,49,24,,,,ClassC
164,6,TissuePrimitiveType.CIRCLE,4,164,270,305,318,344,364,,,,,,,11,23,4,21,15,20,35,22,33,9,22,8,,,,,,,310,310,310,310,,,49,62,61,56,,,20,42,25,44,,,ClassA
165,3,TissuePrimitiveType.RECTANGLE,2,6,254,360,,,,,,,,,,15,19,6,,,,25,28,29,,,,,,,,,,310,310,,,,,49,40,,,,,50,46,,,,,ClassC
166,3,TissuePrimitiveType.CIRCLE,4,227,324,352,,,,,,,,,,14,20,24,,,,33,32,8,,,,200,200,,,,,,,310,310,,,50,47,39,31,,,22,33,36,47,,,ClassB
167,2,TissuePrimitiveType.RECTANGLE,1,118,335,,,,,,,,,,,20,10,,,,,13,33,,,,,200,,,,,,,,,,,,67,,,,,,28,,,,,,ClassC
168,4,TissuePrimitiveType.CIRCLE,4,49,254,298,343,,,,,,,,,18,30,17,16,,,26,22,23,20,,,200,200,,,,,,,310,310,,,47,64,54,34,,,48,44,37,43,,,ClassA
169,0,TissuePrimitiveType.NOPRIMITIVE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,,,,,53,36,,,,,37,39,,,,,ClassC
170,3,TissuePrimitiveType.CIRCLE,3,148,288,322,,,,,,,,,,24,21,15,,,,17,25,12,,,,200,200,,,,,,,310,,,,40,64,36,,,,45,48,46,,,,ClassC
171,2,TissuePrimitiveType.CIRCLE,5,325,355,,,,,,,,,,,25,29,,,,,10,16,,,,,200,200,,,,,,,310,310,310,,52,64,33,39,30,,21,50,26,50,46,,ClassB
172,4,TissuePrimitiveType.RECTANGLE,5,64,133,276,355,,,,,,,,,26,26,10,4,,,34,19,26,21,,,200,200,200,,,,,,,310,310,,32,55,52,59,69,,45,30,36,37,37,,ClassA
173,3,TissuePrimitiveType.CIRCLE,4,23,92,299,,,,,,,,,,18,25,14,,,,8,31,17,,,,200,,,,,,,310,310,310,,,39,52,31,31,,,42,30,24,23,,,ClassB
174,5,TissuePrimitiveType.NOPRIMITIVE,3,62,185,246,266,348,,,,,,,,13,6,8,13,18,,16,27,28,16,35,,200,,,,,,,310,310,,,,69,52,60,,,,38,50,26,,,,ClassA
175,1,TissuePrimitiveType.CIRCLE,2,18,,,,,,,,,,,,19,,,,,,31,,,,,,200,200,,,,,,,,,,,41,69,,,,,20,30,,,,,ClassC
176,4,TissuePrimitiveType.CIRCLE,2,108,212,303,365,,,,,,,,,29,22,21,9,,,15,26,33,28,,,,,,,,,310,310,,,,,46,45,,,,,42,50,,,,,ClassA
177,5,TissuePrimitiveType.RECTANGLE,7,179,235,271,292,334,,,,,,,,13,30,13,14,27,,9,26,28,21,31,,200,200,200,,,,,,,310,310,310,68,62,60,58,64,69,26,37,22,38,23,32,ClassA
178,5,TissuePrimitiveType.CIRCLE,6,273,294,327,344,360,,,,,,,,16,28,12,11,24,,29,16,24,22,17,,200,200,,,,,,,310,310,310,310,54,43,52,46,31,66,45,23,26,36,20,45,ClassA
179,1,TissuePrimitiveType.CIRCLE,3,320,,,,,,,,,,,,8,,,,,,18,,,,,,200,,,,,,,310,310,,,,55,48,40,,,,42,50,21,,,,ClassB
180,5,TissuePrimitiveType.CIRCLE,6,20,234,304,339,370,,,,,,,,4,4,23,26,8,,23,25,27,24,28,,200,200,200,200,,,,,,,310,310,61,47,57,56,54,52,28,30,41,22,24,27,ClassA
181,5,TissuePrimitiveType.CIRCLE,3,216,279,308,334,368,,,,,,,,21,12,20,17,13,,23,17,26,22,31,,200,200,,,,,,,310,,,,37,60,36,,,,26,50,21,,,,ClassA
182,3,TissuePrimitiveType.CIRCLE,1,123,243,321,,,,,,,,,,30,12,20,,,,36,23,30,,,,,,,,,,310,,,,,,34,,,,,,36,,,,,,ClassA
183,2,TissuePrimitiveType.CIRCLE,4,305,360,,,,,,,,,,,16,14,,,,,20,17,,,,,200,200,200,,,,,,,310,,,61,46,57,68,,,39,31,33,30,,,ClassC
184,2,TissuePrimitiveType.RECTANGLE,4,229,306,,,,,,,,,,,11,9,,,,,33,32,,,,,200,200,200,,,,,,,310,,,62,63,56,59,,,39,49,39,42,,,ClassC
185,3,TissuePrimitiveType.RECTANGLE,5,304,339,363,,,,,,,,,,30,15,6,,,,18,34,33,,,,200,200,200,,,,,,,310,310,,58,34,54,62,37,,42,26,34,30,30,,ClassC
186,4,TissuePrimitiveType.CIRCLE,2,12,105,258,291,,,,,,,,,17,21,22,24,,,20,11,10,25,,,200,200,,,,,,,,,,,35,55,,,,,45,36,,,,,ClassC
187,3,TissuePrimitiveType.CIRCLE,4,279,311,362,,,,,,,,,,5,16,20,,,,36,17,33,,,,200,200,,,,,,,310,310,,,45,41,48,40,,,47,39,48,47,,,ClassB
188,2,TissuePrimitiveType.NOPRIMITIVE,6,18,175,,,,,,,,,,,15,30,,,,,34,32,,,,,200,200,200,,,,,,,310,310,310,45,30,48,36,36,55,21,45,31,39,25,31,ClassA
189,1,TissuePrimitiveType.RECTANGLE,2,147,,,,,,,,,,,,30,,,,,,20,,,,,,,,,,,,310,310,,,,,39,48,,,,,27,21,,,,,ClassC
190,3,TissuePrimitiveType.RECTANGLE,3,232,318,365,,,,,,,,,,12,29,14,,,,17,12,10,,,,200,200,200,,,,,,,,,,38,52,63,,,,31,40,33,,,,ClassC
191,3,TissuePrimitiveType.CIRCLE,6,84,130,203,,,,,,,,,,16,6,26,,,,24,13,24,,,,200,200,,,,,,,310,310,310,310,70,46,39,51,70,32,47,28,39,28,46,43,ClassB
192,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,310,310,,,,59,60,60,,,,22,37,42,,,,ClassB
193,3,TissuePrimitiveType.CIRCLE,4,164,321,358,,,,,,,,,,19,24,19,,,,21,28,35,,,,200,200,,,,,,,310,310,,,50,43,45,44,,,41,40,26,42,,,ClassA
194,3,TissuePrimitiveType.NOPRIMITIVE,3,72,193,291,,,,,,,,,,4,14,21,,,,18,19,16,,,,200,,,,,,,310,310,,,,50,56,39,,,,33,38,30,,,,ClassC
195,4,TissuePrimitiveType.CIRCLE,1,97,172,289,336,,,,,,,,,21,25,19,9,,,20,14,24,22,,,200,,,,,,,,,,,,69,,,,,,38,,,,,,ClassA
196,6,TissuePrimitiveType.CIRCLE,2,127,267,297,322,355,369,,,,,,,15,8,19,12,8,15,17,31,25,22,35,19,200,200,,,,,,,,,,,31,69,,,,,20,45,,,,,ClassA
197,4,TissuePrimitiveType.CIRCLE,1,245,321,343,374,,,,,,,,,20,14,24,10,,,8,24,11,28,,,200,,,,,,,,,,,,30,,,,,,20,,,,,,ClassC
198,3,TissuePrimitiveType.CIRCLE,2,209,307,347,,,,,,,,,,17,4,5,,,,34,13,31,,,,200,200,,,,,,,,,,,30,57,,,,,27,36,,,,,ClassC
199,4,TissuePrimitiveType.CIRCLE,1,261,297,331,353,,,,,,,,,27,24,17,30,,,14,13,17,10,,,200,,,,,,,,,,,,37,,,,,,47,,,,,,ClassC
200,3,TissuePrimitiveType.CIRCLE,4,269,337,376,,,,,,,,,,26,22,6,,,,27,13,19,,,,200,200,200,,,,,,,310,,,48,36,63,44,,,44,27,37,49,,,ClassC
201,0,TissuePrimitiveType.NOPRIMITIVE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,,52,43,69,33,44,,36,25,27,33,20,,ClassC
202,4,TissuePrimitiveType.CIRCLE,1,102,167,242,352,,,,,,,,,5,5,25,17,,,27,31,8,35,,,,,,,,,310,,,,,,47,,,,,,31,,,,,,ClassB
203,4,TissuePrimitiveType.CIRCLE,6,221,300,327,359,,,,,,,,,5,22,8,23,,,24,36,32,13,,,200,200,200,200,,,,,,,310,310,44,38,41,34,51,39,48,39,22,40,28,45,ClassA
204,2,TissuePrimitiveType.CIRCLE,3,108,253,,,,,,,,,,,7,30,,,,,35,16,,,,,200,200,,,,,,,310,,,,34,49,55,,,,26,43,23,,,,ClassC
205,4,TissuePrimitiveType.CIRCLE,5,116,187,331,368,,,,,,,,,7,22,19,12,,,17,36,11,25,,,200,200,200,200,,,,,,,310,,54,40,66,53,62,,42,40,46,27,35,,ClassA
206,3,TissuePrimitiveType.CIRCLE,1,300,330,354,,,,,,,,,,17,16,30,,,,28,21,20,,,,,,,,,,310,,,,,,61,,,,,,43,,,,,,ClassA
207,1,TissuePrimitiveType.CIRCLE,4,335,,,,,,,,,,,,27,,,,,,12,,,,,,,,,,,,310,310,310,310,,,50,43,66,60,,,45,24,36,47,,,ClassB
208,3,TissuePrimitiveType.CIRCLE,1,114,257,338,,,,,,,,,,8,5,14,,,,14,14,26,,,,200,,,,,,,,,,,,40,,,,,,28,,,,,,ClassC
209,1,TissuePrimitiveType.CIRCLE,2,59,,,,,,,,,,,,28,,,,,,31,,,,,,,,,,,,310,310,,,,,35,57,,,,,31,35,,,,,ClassB
210,3,TissuePrimitiveType.CIRCLE,6,221,317,344,,,,,,,,,,27,11,12,,,,9,27,27,,,,200,200,200,,,,,,,310,310,310,38,33,65,69,35,45,47,31,28,50,23,36,ClassB
211,4,TissuePrimitiveType.CIRCLE,7,105,220,282,310,,,,,,,,,8,12,10,21,,,8,24,14,31,,,200,200,200,200,,,,,,,310,310,65,63,50,65,45,67,30,38,35,30,50,34,ClassC
212,2,TissuePrimitiveType.CIRCLE,3,120,260,,,,,,,,,,,28,25,,,,,28,28,,,,,200,,,,,,,310,310,,,,46,61,34,,,,50,35,32,,,,ClassA
213,4,TissuePrimitiveType.RECTANGLE,5,176,255,315,346,,,,,,,,,12,22,24,17,,,20,22,15,12,,,200,200,200,,,,,,,310,310,,48,59,66,61,34,,26,28,43,45,45,,ClassC
214,2,TissuePrimitiveType.CIRCLE,5,37,337,,,,,,,,,,,24,10,,,,,23,24,,,,,200,200,200,200,,,,,,,310,,67,50,32,34,68,,35,28,29,25,26,,ClassC
215,2,TissuePrimitiveType.RECTANGLE,1,342,362,,,,,,,,,,,14,17,,,,,26,16,,,,,,,,,,,310,,,,,,32,,,,,,50,,,,,,ClassC
216,4,TissuePrimitiveType.CIRCLE,5,85,138,179,236,,,,,,,,,5,27,13,19,,,8,18,8,26,,,200,200,,,,,,,310,310,310,,57,40,38,48,33,,42,25,46,23,33,,ClassB
217,4,TissuePrimitiveType.CIRCLE,2,103,149,246,348,,,,,,,,,19,9,5,22,,,21,35,28,16,,,200,200,,,,,,,,,,,53,60,,,,,40,42,,,,,ClassC
218,1,TissuePrimitiveType.CIRCLE,1,304,,,,,,,,,,,,9,,,,,,35,,,,,,,,,,,,310,,,,,,64,,,,,,45,,,,,,ClassB
219,2,TissuePrimitiveType.RECTANGLE,2,329,354,,,,,,,,,,,20,30,,,,,11,14,,,,,200,,,,,,,310,,,,,59,64,,,,,44,37,,,,,ClassC
220,4,TissuePrimitiveType.CIRCLE,2,111,204,337,355,,,,,,,,,15,9,12,28,,,29,21,25,23,,,200,200,,,,,,,,,,,52,43,,,,,29,36,,,,,ClassA
221,4,TissuePrimitiveType.CIRCLE,5,58,255,289,353,,,,,,,,,13,23,25,8,,,21,24,26,25,,,200,200,200,,,,,,,310,310,,46,51,64,37,66,,21,45,44,27,26,,ClassA
222,3,TissuePrimitiveType.CIRCLE,2,67,146,296,,,,,,,,,,28,18,28,,,,14,25,14,,,,200,200,,,,,,,,,,,44,64,,,,,28,40,,,,,ClassC
223,1,TissuePrimitiveType.CIRCLE,2,231,,,,,,,,,,,,24,,,,,,18,,,,,,,,,,,,310,310,,,,,36,65,,,,,35,42,,,,,ClassB
224,4,TissuePrimitiveType.CIRCLE,3,136,208,235,332,,,,,,,,,5,21,23,8,,,15,22,25,9,,,200,200,200,,,,,,,,,,66,60,66,,,,37,46,28,,,,ClassC
225,3,TissuePrimitiveType.RECTANGLE,6,317,346,368,,,,,,,,,,22,6,15,,,,23,15,16,,,,200,200,200,,,,,,,310,310,310,64,61,46,41,47,42,47,46,29,32,29,48,ClassC
226,3,TissuePrimitiveType.CIRCLE,4,161,281,338,,,,,,,,,,15,22,19,,,,22,24,28,,,,200,200,,,,,,,310,310,,,62,55,54,48,,,22,31,27,20,,,ClassB
227,3,TissuePrimitiveType.RECTANGLE,5,266,326,361,,,,,,,,,,24,29,18,,,,25,12,19,,,,200,200,,,,,,,310,310,310,,43,50,66,36,35,,27,21,20,45,36,,ClassC
228,2,TissuePrimitiveType.RECTANGLE,8,266,317,,,,,,,,,,,28,22,,,,,26,36,,,,,200,200,200,200,,,,,,,310,310,65,36,33,32,37,48,39,24,28,40,48,50,ClassA
229,3,TissuePrimitiveType.RECTANGLE,2,118,220,359,,,,,,,,,,14,16,21,,,,32,17,26,,,,,,,,,,310,310,,,,,65,64,,,,,43,49,,,,,ClassC
230,3,TissuePrimitiveType.NOPRIMITIVE,4,88,151,303,,,,,,,,,,20,28,9,,,,10,32,16,,,,200,,,,,,,310,310,310,,,68,53,51,67,,,38,24,30,25,,,ClassC
231,4,TissuePrimitiveType.NOPRIMITIVE,4,159,276,352,373,,,,,,,,,10,19,16,10,,,34,33,12,16,,,200,200,200,,,,,,,310,,,67,63,46,30,,,31,24,44,26,,,ClassC
232,2,TissuePrimitiveType.RECTANGLE,1,123,292,,,,,,,,,,,5,4,,,,,15,19,,,,,200,,,,,,,,,,,,39,,,,,,26,,,,,,ClassC
233,1,TissuePrimitiveType.RECTANGLE,2,292,,,,,,,,,,,,9,,,,,,22,,,,,,200,,,,,,,310,,,,,55,60,,,,,39,31,,,,,ClassC
234,0,TissuePrimitiveType.RECTANGLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,,,,,,,310,,54,40,41,70,65,,26,44,29,33,31,,ClassC
235,3,TissuePrimitiveType.RECTANGLE,5,141,312,321,,,,,,,,,,8,4,26,,,,21,15,16,,,,200,200,,,,,,,310,310,310,,46,61,53,57,53,,36,26,34,34,21,,ClassC
236,4,TissuePrimitiveType.RECTANGLE,4,97,270,333,368,,,,,,,,,12,8,23,11,,,24,8,12,32,,,,,,,,,310,310,310,310,,,49,51,48,31,,,22,31,44,42,,,ClassC
237,6,TissuePrimitiveType.CIRCLE,4,265,294,309,322,346,366,,,,,,,24,10,6,19,15,18,17,14,36,10,30,14,200,200,200,200,,,,,,,,,42,60,38,34,,,42,39,34,47,,,ClassA
238,3,TissuePrimitiveType.CIRCLE,4,55,195,209,,,,,,,,,,20,4,20,,,,10,8,15,,,,200,200,,,,,,,310,310,,,42,39,34,45,,,40,30,46,34,,,ClassB
239,3,TissuePrimitiveType.CIRCLE,0,192,232,319,,,,,,,,,,22,27,28,,,,27,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
240,4,TissuePrimitiveType.RECTANGLE,2,203,267,317,358,,,,,,,,,15,25,26,11,,,24,15,16,35,,,,,,,,,310,310,,,,,41,66,,,,,47,37,,,,,ClassA
241,3,TissuePrimitiveType.CIRCLE,3,9,153,258,,,,,,,,,,24,26,10,,,,27,33,15,,,,200,,,,,,,310,310,,,,62,46,51,,,,20,43,45,,,,ClassA
242,2,TissuePrimitiveType.CIRCLE,5,5,318,,,,,,,,,,,23,8,,,,,36,20,,,,,200,200,200,200,,,,,,,310,,62,37,64,67,54,,48,39,48,28,20,,ClassC
243,4,TissuePrimitiveType.CIRCLE,2,207,288,341,366,,,,,,,,,24,25,15,16,,,10,34,8,35,,,,,,,,,310,310,,,,,31,38,,,,,49,31,,,,,ClassA
244,3,TissuePrimitiveType.CIRCLE,2,233,274,344,,,,,,,,,,23,21,29,,,,36,15,26,,,,200,,,,,,,310,,,,,52,54,,,,,37,44,,,,,ClassA
245,3,TissuePrimitiveType.RECTANGLE,2,171,250,284,,,,,,,,,,17,6,17,,,,8,16,9,,,,200,200,,,,,,,,,,,43,46,,,,,30,29,,,,,ClassC
246,5,TissuePrimitiveType.CIRCLE,3,137,276,311,342,366,,,,,,,,10,24,21,4,10,,35,33,17,17,33,,200,200,200,,,,,,,,,,59,42,51,,,,26,27,28,,,,ClassA
247,4,TissuePrimitiveType.CIRCLE,1,90,172,206,359,,,,,,,,,5,7,25,21,,,28,18,20,20,,,200,,,,,,,,,,,,46,,,,,,50,,,,,,ClassC
248,2,TissuePrimitiveType.CIRCLE,0,32,93,,,,,,,,,,,30,25,,,,,33,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
249,5,TissuePrimitiveType.CIRCLE,6,240,289,306,331,355,,,,,,,,20,12,18,19,29,,35,34,14,28,35,,200,200,200,,,,,,,310,310,310,61,55,48,52,55,70,34,27,33,21,31,37,ClassA
250,4,TissuePrimitiveType.NOPRIMITIVE,1,286,329,348,374,,,,,,,,,29,7,20,7,,,23,29,22,32,,,200,,,,,,,,,,,,38,,,,,,44,,,,,,ClassA
251,5,TissuePrimitiveType.CIRCLE,4,107,238,291,323,352,,,,,,,,24,6,23,21,26,,31,35,14,8,22,,200,200,200,200,,,,,,,,,46,57,32,53,,,26,34,40,23,,,ClassA
252,2,TissuePrimitiveType.CIRCLE,5,43,317,,,,,,,,,,,23,14,,,,,27,15,,,,,200,200,200,,,,,,,310,310,,47,56,64,56,61,,39,29,48,40,27,,ClassC
253,3,TissuePrimitiveType.CIRCLE,5,61,115,363,,,,,,,,,,14,27,4,,,,25,30,14,,,,200,,,,,,,310,310,310,310,,56,42,58,36,60,,29,49,34,39,35,,ClassB
254,3,TissuePrimitiveType.RECTANGLE,6,158,314,329,,,,,,,,,,25,4,16,,,,12,9,13,,,,200,200,,,,,,,310,310,310,310,61,64,47,61,37,62,33,29,35,28,22,40,ClassC
255,5,TissuePrimitiveType.CIRCLE,3,146,246,298,324,351,,,,,,,,20,17,10,20,28,,20,16,25,26,22,,200,200,200,,,,,,,,,,39,35,38,,,,47,50,23,,,,ClassA
256,4,TissuePrimitiveType.RECTANGLE,5,69,231,280,350,,,,,,,,,18,27,5,15,,,27,14,19,26,,,200,,,,,,,310,310,310,310,,60,55,48,43,42,,27,33,46,47,48,,ClassC
257,3,TissuePrimitiveType.RECTANGLE,4,148,307,361,,,,,,,,,,30,25,10,,,,10,33,13,,,,200,,,,,,,310,310,310,,,47,57,44,69,,,41,34,42,41,,,ClassC
258,4,TissuePrimitiveType.CIRCLE,4,71,210,287,350,,,,,,,,,7,25,22,27,,,27,10,10,29,,,200,,,,,,,310,310,310,,,40,31,37,62,,,45,40,39,40,,,ClassA
259,0,TissuePrimitiveType.CIRCLE,4,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,,,,,,,310,,,69,54,40,60,,,50,32,42,27,,,ClassC
260,4,TissuePrimitiveType.CIRCLE,3,0,172,298,364,,,,,,,,,9,22,19,13,,,34,31,20,27,,,,,,,,,310,310,310,,,,69,57,40,,,,24,46,36,,,,ClassA
261,3,TissuePrimitiveType.RECTANGLE,2,45,174,294,,,,,,,,,,17,7,16,,,,18,34,32,,,,200,,,,,,,310,,,,,51,65,,,,,27,49,,,,,ClassC
262,3,TissuePrimitiveType.CIRCLE,5,148,241,274,,,,,,,,,,27,13,22,,,,32,34,17,,,,200,200,,,,,,,310,310,310,,60,58,35,60,43,,29,34,46,50,49,,ClassA
263,3,TissuePrimitiveType.CIRCLE,3,172,223,354,,,,,,,,,,7,20,11,,,,35,15,29,,,,200,,,,,,,310,310,,,,58,47,55,,,,31,41,35,,,,ClassB
264,5,TissuePrimitiveType.CIRCLE,6,238,300,316,347,365,,,,,,,,27,7,22,12,19,,11,36,31,34,27,,200,200,200,200,,,,,,,310,310,48,35,64,58,41,67,23,37,49,44,31,44,ClassA
265,3,TissuePrimitiveType.RECTANGLE,5,123,222,357,,,,,,,,,,30,20,17,,,,24,31,14,,,,200,200,,,,,,,310,310,310,,48,54,63,38,34,,28,29,38,28,42,,ClassA
266,4,TissuePrimitiveType.NOPRIMITIVE,3,14,268,322,357,,,,,,,,,24,16,7,18,,,35,15,18,30,,,200,200,,,,,,,310,,,,41,52,48,,,,26,41,34,,,,ClassA
267,3,TissuePrimitiveType.RECTANGLE,5,291,311,346,,,,,,,,,,5,19,20,,,,10,17,16,,,,200,,,,,,,310,310,310,310,,32,47,35,50,51,,49,49,35,42,44,,ClassC
268,3,TissuePrimitiveType.RECTANGLE,3,67,143,206,,,,,,,,,,4,20,9,,,,17,9,33,,,,200,,,,,,,310,310,,,,53,57,31,,,,47,22,46,,,,ClassC
269,5,TissuePrimitiveType.CIRCLE,6,40,137,183,324,343,,,,,,,,23,23,30,7,20,,20,20,11,25,24,,200,200,200,200,,,,,,,310,310,34,59,56,63,42,61,28,40,34,42,33,21,ClassA
270,4,TissuePrimitiveType.RECTANGLE,2,71,200,271,290,,,,,,,,,26,26,8,26,,,27,15,32,30,,,,,,,,,310,310,,,,,34,55,,,,,31,37,,,,,ClassA
271,3,TissuePrimitiveType.CIRCLE,1,218,260,318,,,,,,,,,,7,17,30,,,,35,21,30,,,,200,,,,,,,,,,,,34,,,,,,32,,,,,,ClassA
